EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
869,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.031,0.705,m,"Height","3.5",43.700,m,"",,,,"BSB = 3.0 + 16.0 * (DBH)2 * HT",70,0.920,203.300000,14.260000
870,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.031,0.705,m,"Height","3.5",43.700,m,"",,,,"BFT = 8.0 + 4.3 * (DBH)2 * HT",70,0.550,73.960000,8.600000
871,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,G,G,"Biomass branches live  (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.031,0.705,m,"Height","3.5",43.700,m,"",,,,"BBL = 13.4 + 12.2 * (DBH)2 * HT",70,0.550,,
872,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.031,0.705,m,"Height","3.5",43.700,m,"",,,,"BBS = 4.2 + 2.5 * (DBH)2 * HT",70,0.520,25.490000,5.070000
873,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,G,G,"Total aboveground biomass",,,kg,"Diameter at breast height.",0.031,0.705,m,"Height","3.5",43.700,m,"",,,,"BAT = 29.8 + 155.8 * (DBH)2 * HT",70,0.980,3570.100000,59.750000
874,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BSW = 5.0 + 112.5 * (DBH)2 * HT",43,0.990,973.400000,31.200000
875,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BSB = 4.5 + 9.3 * (DBH)2 * HT",43,0.950,31.470000,5.610000
876,T,"PIEN","Picea engelmannii","Engelmann Spruce",BBS,G,G,"Biomass branches small  ( < 0.5 cm )",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BBS = 7.0 + 2.3 * (DBH)2 * HT",43,0.240,71.400000,8.450000
877,T,"PIEN","Picea engelmannii","Engelmann Spruce",BBL,G,G,"Biomass branches live (including top < 2.5 cm )",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BBL = 16.8 + 14.4 * (DBH)2 * HT",43,0.570,,
878,T,"PIEN","Picea engelmannii","Engelmann Spruce",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BFT =14.7 + 4.7 * (DBH)2 * HT",43,0.370,219.000000,14.800000
879,T,"PIEN","Picea engelmannii","Engelmann Spruce",BAT,G,G,"Total aboveground biomass",,,kg,"Diameter at breast height.",0.049,0.576,m,"Height","3.2",40.800,m,"",,,,"BAT =41.0 + 140.9 * (DBH)2 * HT",43,0.980,2946.300000,54.280000
880,T,"ABAM","Abies amabilis","Pacific Silver Fir",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BSW = 1.4 + 122.9 * (DBH)2 * HT",45,0.960,104.040000,10.200000
881,T,"ABAM","Abies amabilis","Pacific Silver Fir",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BSB = 1.0 + 15.6 * (DBH)2 * HT",45,0.940,3.840000,1.960000
882,T,"ABAM","Abies amabilis","Pacific Silver Fir",BBS,G,G,"Biomass branches small (< 0.5 cm)",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BBS = 1.2 + 4.9 * (DBH)2 * HT",45,0.530,3.420000,1.850000
883,T,"ABAM","Abies amabilis","Pacific Silver Fir",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BBL = 4.5 + 22.7 * (DBH)2 * HT",45,0.530,,
884,T,"ABAM","Abies amabilis","Pacific Silver Fir",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BFT = 5.9 + 22.5 * (DBH)2 * HT",45,0.540,50.800000,7.130000
885,T,"ABAM","Abies amabilis","Pacific Silver Fir",BAT,G,G,"Total aboveground biomass",,,kg,"Diameter at breast height.",0.045,0.304,m,"Height","3.1",25.800,m,"",,,,"BAT = 12.8 + 183.6 * (DBH)2 * HT",45,0.960,50.800000,7.130000
886,T,"ABGR","Abies grandis","Grand Fir",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BSW = 5.9 + 105.7 * (DBH)2 * HT",40,0.950,1450.800000,38.090000
887,T,"ABGR","Abies grandis","Grand Fir",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BSB = 0.6 + 16.4 * (DBH)2 * HT",40,0.790,162.600000,12.750000
888,T,"ABGR","Abies grandis","Grand Fir",BBS,G,G,"Biomass branches small ( <0.5 cm)",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BBS = 3.5 + 3.0 * (DBH)2 * HT",40,0.450,16.890000,4.110000
889,T,"ABGR","Abies grandis","Grand Fir",BBL,G,G,"Biomass branches live (including top <2.5 cm)",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BBL = 13.0 + 12.4 * (DBH)2 * HT",40,0.450,,
890,T,"ABGR","Abies grandis","Grand Fir",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BAT = 30.2 + 146.9 * (DBH)2 * HT",40,0.960,2270.500000,47.650000
891,T,"ABGR","Abies grandis","Grand Fir",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.046,0.439,m,"Height","3.4",34.800,m,"",,,,"BFT = 10.7 + 12.4 * (DBH)2 * HT",40,0.460,287.000000,16.940000
892,T,"LAOC","Larix occidentalis","Western Larch",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BSW = 46.9 + 100.9 * (DBH)2 * HT",41,0.910,6369.600000,79.810000
893,T,"LAOC","Larix occidentalis","Western Larch",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BSB = 2.4 + 15.0 * (DBH)2 * HT",41,0.970,67.900000,8.240000
894,T,"LAOC","Larix occidentalis","Western Larch",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BBS = 5.5 + 1.5 * (DBH)2 * HT",41,0.180,43.820000,6.620000
895,T,"LAOC","Larix occidentalis","Western Larch",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BBL = 20.4 + 7.7 * (DBH)2 * HT",41,0.140,,
896,T,"LAOC","Larix occidentalis","Western Larch",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BFT = 4.5 + 1.4 * (DBH)2 * HT",41,0.190,53.290000,7.300000
897,T,"LAOC","Larix occidentalis","Western Larch",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.031,0.575,m,"Height","2.9",38.500,m,"",,,,"BFT = 74.1 + 125.1 * (DBH)2 * HT",41,0.880,11885.000000,109.020000
898,T,"PIMO","Pinus monticola","Western White Pine",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BSW = 2.3 + 120.4 * (DBH)2 * HT",40,0.990,344.100000,18.550000
899,T,"PIMO","Pinus monticola","Western White Pine",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BSB = 1.2 + 11.2 * (DBH)2 * HT",40,0.960,13.830000,3.720000
900,T,"PIMO","Pinus monticola","Western White Pine",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BBS = 0.6 + 4.0 * (DBH)2 * HT",40,0.800,10.760000,3.280000
901,T,"PIMO","Pinus monticola","Western White Pine",BBL,G,G,"Biomass branches live (including top <2.5 cm)",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BBL = 9.5 + 16.8 * (DBH)2 * HT",40,0.440,,
902,T,"PIMO","Pinus monticola","Western White Pine",BFT,G,G,"Totral foliage biomass",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BFT = 7.8 + 6.0 * (DBH)2 * HT",40,0.370,103.000000,10.150000
903,T,"PIMO","Pinus monticola","Western White Pine",BAT,G,G,"Totral aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.037,0.524,m,"Height","2.5",37.800,m,"",,,,"BAT = 20.8 + 154.4 * (DBH)2 * HT",40,0.960,2119.700000,46.040000
904,T,"PICO","Pinus contorta","Lodgepole Pine",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BSB = 3.2 + 9.1 * (DBH)2 * HT",98,0.900,12.460000,3.530000
905,T,"PICO","Pinus contorta","Lodgepole Pine",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BSW = 18.3 + 135.4 * (DBH)2 * HT",98,0.950,1419.000000,37.670000
906,T,"PICO","Pinus contorta","Lodgepole Pine",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BBS = 1.2 + 1.7 * (DBH)2 * HT",98,0.350,7.510000,2.740000
907,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BBL = 7.8 + 12.3 * (DBH)2 * HT",98,0.420,,
908,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BFT = 5.5 + 4.0 * (DBH)2 * HT",98,0.240,51.980000,7.210000
909,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.033,0.489,m,"Height","2.3",39.600,m,"",,,,"BAT = 34.7 + 160.8 * (DBH)2 * HT",98,0.930,1947.500000,44.130000
910,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BSW = 4.0 + 107.4 * (DBH)2 * HT",89,0.990,153.500000,12.390000
911,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BSB = 0.9 + 27.4 * (DBH)2 * HT",39,0.950,35.520000,5.960000
912,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BBS = 2.1 + 3.1 * (DBH)2 * HT",39,0.690,6.600000,2.570000
913,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BBL = 4.2 + 17.4 * (DBH)2 * HT",39,0.700,,
914,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BFT = 4.1 + 9.1 * (DBH)2 * HT",39,0.630,57.790000,7.600000
915,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BAT = 14.6 + 198.9 * (DBH)2 * HT",39,0.990,392.000000,19.800000
916,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.089,0.440,m,"Height","4.0",25.300,m,"",,,,"BSW = 5.4 + 145.0 * (DBH)2 * HT",39,0.990,333.400000,18.260000
917,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BSB = 1.0 + 17.2 * (DBH)2 * HT",89,0.940,19.360000,4.400000
918,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BBS = 2.3 + 10.9 * (DBH)2 * HT",89,0.470,99.600000,9.980000
919,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BBL,G,G,"Biomass branches livel (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BBL = 3.6 + 44.2 * (DBH)2 * HT",89,0.780,,
920,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BFT = 5.7 + 17.5 * (DBH)2 * HT",89,0.560,143.800000,11.990000
921,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BAT,G,G,"Total aboveground biomass ( without dead branches)",,,kg,"Diameter at breast height.",0.035,0.444,m,"Height","2.2",27.900,m,"",,,,"BAT = 14.3 + 186.2 * (DBH)2 * HT",89,0.950,1111.600000,33.340000
922,T,"POTR2","Populus trichocarpa","Black Cottonwood",BSW,G,Y,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BSW = 2.3 + 97.5 * DBH^2 * HT",40,0.920,282.240000,16.800000
923,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BSB = 1.8 + 9.6 * (DBH)2 * HT",41,0.910,11.360000,3.370000
924,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BSB = 1.2 + 1.0 * (DBH)2 * HT",41,0.500,0.770000,0.880000
925,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BSL = 5.3 + 9.7 * (DBH)2 * HT",41,0.630,,
926,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BFT = 6.2 + 6.1 * (DBH)2 * HT",41,0.590,29.050000,5.390000
927,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BAT = 9.2 + 191.6 (DBH)2 * HT",41,0.990,892.800000,29.880000
928,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAL,E,Y,"Aboveground live biomass",1.000,4045.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"Height","21.0",188.000,cm,"Canopy length",8.000,266.000,cm,"ln(BAL) = -0.4902 + 1.5560*ln(DBA) + 0.3061*ln(HT) + 0.6527*ln(LEN)",150,0.980,0.082000,
929,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.082,0.424,m,"Height","5.2",30.200,m,"",,,,"BSW = -4.0 + 166.2 * (DBH)2 * HT",41,0.910,1003.600000,31.680000
930,T,"POTR2","Populus trichocarpa","Black Cottonwood",BSB,G,Y,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BSB = 1.2 + 15.5 * DBH^2 * HT",40,0.830,20.700000,4.550000
931,T,"POTR2","Populus trichocarpa","Black Cottonwood",BBS,G,Y,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BBS = 0.6 + 1.3 * DBH^2 * HT",40,0.830,20.700000,4.550000
932,T,"POTR2","Populus trichocarpa","Black Cottonwood",BBL,G,Y,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BBL = 2.5 + 36.8 * DBH^2 * HT",40,0.660,,
933,T,"POTR2","Populus trichocarpa","Black Cottonwood",BFT,G,Y,"Total foliage biomass",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BFT = 1.5 + 6.5 * DBH^2 * HT",40,0.550,15.440000,3.930000
934,T,"POTR2","Populus trichocarpa","Black Cottonwood",BAT,G,Y,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.056,0.315,m,"Height","6.9",25.400,m,"",,,,"BAT = 7.4 + 156.4 * DBH^2 * HT",40,0.950,545.700000,23.360000
935,T,"ALRU","Alnus rubra","Red Alder",BSW,G,Y,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BSW = -4.6 + 159.7 * (DBH)2 * HT",41,1.000,12.040000,3.470000
936,T,"ALRU","Alnus rubra","Red Alder",BSB,G,Y,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BSB = -1.2 + 24.0 * (DBH)2 * HT",41,0.980,1.100000,1.050000
937,T,"ALRU","Alnus rubra","Red Alder",BBS,G,Y,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BBS = 1.0 + 2.0 * (DBH)2 * HT",41,0.350,0.670000,0.820000
938,T,"ALRU","Alnus rubra","Red Alder",BBL,G,Y,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BBL = 8.1 + 21.5 * (DBH)2 * HT",41,0.350,,
939,T,"ALRU","Alnus rubra","Red Alder",BFT,G,Y,"Total foliage biomass",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BFT = 2.5 + 1.3 * (DBH)2 * HT",41,0.020,2.760000,1.660000
940,T,"ALRU","Alnus rubra","Red Alder",BAT,G,Y,"Total aboveground biomass",,,kg,"Diameter at breast height.",0.058,0.333,m,"Height","6.1",23.800,m,"",,,,"BAT = 4.8 + 206.5 * (DBH)2 * HT",41,0.990,86.900000,9.320000
941,T,"POTR","Populus tremuloides","Quaking Aspen",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BSW = 0.2 + 137.7 * DBH^2 * HT",40,0.980,199.400000,14.120000
942,T,"POTR","Populus tremuloides","Quaking Aspen",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BSB = 1.3 + 27.6 * DBH^2 * HT",40,0.940,21.700000,4.660000
943,T,"POTR","Populus tremuloides","Quaking Aspen",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BBS = 0.2 + 3.0 * DBH^2 * HT",40,0.490,2.280000,1.510000
944,T,"POTR","Populus tremuloides","Quaking Aspen",BBL,G,G,"Biomass branches live (including top <2.5 cm)",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BBL = 1.7 + 26.2 * DBH^2 * HT",40,0.260,,
945,T,"POTR","Populus tremuloides","Quaking Aspen",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BFT = 1.0 + 4.0 * DBH^2 * HT",40,0.370,11.700000,3.420000
946,T,"POTR","Populus tremuloides","Quaking Aspen",BAT,G,G,"Total aboveground biomass",,,kg,"Diameter at breast height.",0.060,0.348,m,"Height","5.4",25.600,m,"",,,,"BAT = 4.1 + 195.5 * DBH^2 * HT",40,0.940,1089.000000,33.000000
947,T,"BEPA","Betula papyrifera","White/paper Birch",BSW,G,G,"Biomass stem wood (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BSW = -2.7 + 171.5 * (DBH)2 * HT",40,0.970,201.600000,14.200000
948,T,"BEPA","Betula papyrifera","White/paper Birch",BSB,G,G,"Biomass stem bark (without top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BSB = -1.2 + 29.1 * (DBH)2 * HT",40,0.930,13.470000,3.670000
949,T,"BEPA","Betula papyrifera","White/paper Birch",BBS,G,G,"Biomass branches small ( < 0.5 cm)",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BBS = -0.5 + 7.2 * (DBH)2 * HT",40,0.650,5.340000,2.310000
950,T,"BEPA","Betula papyrifera","White/paper Birch",BBL,G,G,"Biomass branches live (including top < 2.5 cm)",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BBL = -0.6 + 45.1 * (DBH)2 * HT",40,0.650,,
951,T,"BEPA","Betula papyrifera","White/paper Birch",BFT,G,G,"Total foliage biomass",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BFT = 1.6 + 7.8 * (DBH)2 * HT",40,0.610,7.130000,2.670000
952,T,"BEPA","Betula papyrifera","White/paper Birch",BAT,G,G,"Total aboveground biomass (without dead branches)",,,kg,"Diameter at breast height.",0.045,0.306,m,"Height","5.3",22.700,m,"",,,,"BAT =-2.9 + 253.5 * (DBH)2 * HT",40,0.960,539.600000,23.230000
953,H,"SILO2","Sitanion longifolium","Squirreltail",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -0.578 + 0.453 * ln(BA)",171,0.810,0.245000,0.495000
954,H,"SILO2","Sitanion longifolium","Squirreltail",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -0.578 + 0.604 * ln(BA)",171,0.810,0.245000,0.495000
955,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.436 + 0.602 * ln(BA)",173,0.810,0.265000,0.515000
956,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.14 + 0.602 * ln(BA)",173,0.810,0.265000,0.515000
957,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.14 + 0.456 * ln(BA)",173,0.810,0.265000,0.515000
958,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.436 + 0.456 * ln(BA)",173,0.810,0.265000,0.515000
959,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.14 + 0.685 * ln(BA)",173,0.810,0.265000,0.515000
960,G,"POFE","Poa fendleriana","Muttongrass",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,CM2,"","",,,"",,,,"ln(BAT) = -1.436 + 0.685 * ln(BA)",173,0.810,0.265000,0.515000
961,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.12 + 0.724 * ln(BA)",138,0.870,0.190000,0.436000
962,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.351 + 0.724 * ln(BA)",138,0.870,0.190000,0.436000
963,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.422 + 0.568 * ln(BA)",138,0.870,0.190000,0.436000
964,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.653 + 0.568 * ln(BA)",138,0.870,0.190000,0.436000
965,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -0.89 + 0.596 * ln(BA)",138,0.870,0.190000,0.436000
966,G,"FEAR","Festuca arizonica","Arizona Fescue",BAT,R,Y,"Total abvground biomass",,,g,"Basal area (BA)",,,cm2,"","",,,"",,,,"ln(BAT) = -1.121 + 0.596 * ln(BA)",138,0.870,0.190000,0.436000
