EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
851,T,"THPL","Thuja plicata","Western Redcedar",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.800,68.900,cm,HT,"Height",340.000,4000.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,3300.000000000,0.009000000,,,"BSB = 3300 + 0.0090 * (DBH)2 * HT"
852,T,"THPL","Thuja plicata","Western Redcedar",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.800,68.900,cm,HT,"Height",340.000,4000.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,3300.000000000,0.001000000,,,"BBS = 3300 + 0.0010 * (DBH)2 * HT"
853,T,"THPL","Thuja plicata","Western Redcedar",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.800,68.900,cm,HT,"Height",340.000,4000.000,cm,,"",,,,"Biomass branches live (including top <2.5 cm)",,,g,12000.000000000,0.012800000,,,"BBL = 12000 + 0.0128 * (DBH)2 * HT"
854,T,"THPL","Thuja plicata","Western Redcedar",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.800,68.900,cm,HT,"Height",340.000,4000.000,cm,,"",,,,"Total foliage biomass",,,g,7600.000000000,0.006700000,,,"BFT = 7600. + 0.0067 * (DBH)2 * HT"
855,T,"THPL","Thuja plicata","Western Redcedar",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.800,68.900,cm,HT,"Height",340.000,4000.000,cm,,"",,,,"Total aboveground biomass",,,g,40400.000000000,0.096900000,,,"BAT = 40400 + 0.0969 * (DBH)2 * HT"
856,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,34500.000000000,0.085800000,,,"BSW = 34500 + 0.0858 * (DBH)2 * HT"
857,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,3600.000000000,0.018200000,,,"BSB = 3600 + 0.0182 * (DBH)2 * HT"
858,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,1900.000000000,0.005300000,,,"BBS = 1900 + 0.0053 * (DBH)2 * HT"
859,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Biomass branches live (including top <2.5 cm)",,,g,12600.000000000,0.023500000,,,"BBL = 12600 + 0.0235 * (DBH)2 * HT"
860,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Total foliage biomass",,,g,11100.000000000,0.006000000,,,"BFT = 11100 + 0.0060 * (DBH)2 * HT"
861,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,63.200,cm,HT,"Height",260.000,3450.000,cm,,"",,,,"Total aboveground biomass",,,g,61900.000000000,0.133500000,,,"BAT = 61900 + 0.1335 * DBH^2 * HT"
862,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BSW,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,-42000.000000000,0.139300000,,,"BSW = -42000 + 0.1393 * DBH^2 * HT"
863,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BSB,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,4600.000000000,0.017200000,,,"BSB = 4600 + 0.0172 * (DBH)2 * HT"
864,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBS,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,400.000000000,0.000000000,,,"BSB = 400 + 0.0 * (DBH)2 * HT"
865,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBL,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Biomass branches live (including top < 2.5 cm)",,,g,27500.000000000,0.024000000,,,"BBL = 27500 + 0.0240 * (DBH)2 * HT"
866,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BFT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Total foliage biomass",,,g,11600.000000000,0.006400000,,,"BFT = 11600 + 0.0064 * (DBH)2 * HT"
867,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",3.400,62.500,cm,HT,"Height",210.000,4080.000,cm,,"",,,,"Total aboveground biomass",,,g,1600.000000000,0.187000000,,,"BAT = 1160 + 0.1870 * (DBH)2 * HT"
868,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,5500.000000000,0.123300000,,,"BSW = 5500 + 0.1233 * (DBH)2 * HT"
869,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,3000.000000000,0.016000000,,,"BSB = 3000 + 0.0160 * (DBH)2 * HT"
870,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Total foliage biomass",,,g,8000.000000000,0.004300000,,,"BFT = 8000 + 0.0043 * (DBH)2 * HT"
871,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Biomass branches live  (including top < 2.5cm)",,,g,13400.000000000,0.012200000,,,"BBL = 13400 + 0.0122 * (DBH)2 * HT"
872,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Biomass branches small ( <0.5 cm)",,,g,4200.000000000,0.002500000,,,"BBS = 4200 + 0.0025 * (DBH)2 * HT"
873,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,70.500,cm,HT,"Height",350.000,4370.000,cm,,"",,,,"Total aboveground biomass",,,g,29800.000000000,0.155800000,,,"BAT = 29800 + 0.1558 * (DBH)2 * HT"
874,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,5000.000000000,0.112500000,,,"BSW = 5000 + 0.1125 * (DBH)2 * HT"
875,T,"PIEN","Picea engelmannii","Engelmann Spruce",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,4500.000000000,0.009300000,,,"BSB = 4500 + 0.0093 * (DBH)2 * HT"
876,T,"PIEN","Picea engelmannii","Engelmann Spruce",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Biomass branches small ( < 0.5 cm )",,,g,7000.000000000,0.002300000,,,"BBS = 7000 + 0.0023 * (DBH)2 * HT"
877,T,"PIEN","Picea engelmannii","Engelmann Spruce",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Biomass branches live (including top < 2.5 cm )",,,g,16800.000000000,0.014400000,,,"BBL =16800 + 0.0144 * (DBH)2 * HT"
878,T,"PIEN","Picea engelmannii","Engelmann Spruce",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Total foliage biomass",,,g,14700.000000000,0.004700000,,,"BFT = 14700 + 0.0047 * (DBH)2 * HT"
879,T,"PIEN","Picea engelmannii","Engelmann Spruce",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.900,57.600,cm,HT,"Height",320.000,4080.000,cm,,"",,,,"Total aboveground biomass",,,g,41000.000000000,0.140900000,,,"BAT = 41000 + 0.1409 * (DBH)2 * HT"
880,T,"ABAM","Abies amabilis","Pacific Silver Fir",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,1400.000000000,0.122900000,,,"BSW = 1400 + 0.1229 * (DBH)2 * HT"
881,T,"ABAM","Abies amabilis","Pacific Silver Fir",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,1000.000000000,0.015600000,,,"BSB = 1000 + 0.0156 * (DBH)2 * HT"
882,T,"ABAM","Abies amabilis","Pacific Silver Fir",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,1200.000000000,0.004900000,,,"BBS = 1200 + 0.0049 * (DBH)2 * HT"
883,T,"ABAM","Abies amabilis","Pacific Silver Fir",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Biomass branches live (including top < 2.5 cm)",,,g,4500.000000000,0.022700000,,,"BBL = 4500 + 0.0227 * (DBH)2 * HT"
884,T,"ABAM","Abies amabilis","Pacific Silver Fir",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Total foliage biomass",,,g,5900.000000000,0.022500000,,,"BFT = 5900 + 0.0225 * (DBH)2 * HT"
885,T,"ABAM","Abies amabilis","Pacific Silver Fir",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.500,30.400,cm,HT,"Height",310.000,2580.000,cm,,"",,,,"Total aboveground biomass",,,g,12800.000000000,0.183600000,,,"BAT =12800 + 0.1836 * (DBH)2 * HT"
886,T,"ABGR","Abies grandis","Grand Fir",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,5900.000000000,0.105700000,,,"BSW = 5900 + 0.1057 * (DBH)2 * HT"
887,T,"ABGR","Abies grandis","Grand Fir",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,600.000000000,0.016400000,,,"BSB = 600 + 0.0164 * (DBH)2 * HT"
888,T,"ABGR","Abies grandis","Grand Fir",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Biomass branches small ( <0.5cm)",,,g,3500.000000000,0.003000000,,,"BBS = 3500 + 0.0030 * (DBH)2 * HT"
889,T,"ABGR","Abies grandis","Grand Fir",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Biomass branches livel (including top < 2.5cm)",,,g,13000.000000000,0.012400000,,,"BBL = 13000 + 0.0124 * (DBH)2 * HT"
890,T,"ABGR","Abies grandis","Grand Fir",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,30200.000000000,0.146900000,,,"BAT = 30200 + 0.1469 * (DBH)2 * HT"
891,T,"ABGR","Abies grandis","Grand Fir",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",4.600,43.900,cm,HT,"Height",340.000,3480.000,cm,,"",,,,"Total foliage biomass",,,g,10700.000000000,0.012400000,,,"BFT = 10700 + 0.0124 * (DBH)2 * HT"
892,T,"LAOC","Larix occidentalis","Western Larch",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,46900.000000000,0.100900000,,,"BSW = 46900 + 0.1009 * (DBH)2 * HT"
893,T,"LAOC","Larix occidentalis","Western Larch",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,2400.000000000,0.015000000,,,"BSB = 2400 + 0.0150 * (DBH)2 * HT"
894,T,"LAOC","Larix occidentalis","Western Larch",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,5500.000000000,0.001500000,,,"BBS = 5500 + 0.0015 * (DBH)2 * HT"
895,T,"LAOC","Larix occidentalis","Western Larch",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,20400.000000000,0.007700000,,,"BBL = 20400 + 0.0077 * (DBH)2 * HT"
896,T,"LAOC","Larix occidentalis","Western Larch",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Total foliage biomass",,,g,4500.000000000,0.001400000,,,"BFT = 4500 + 0.0014 * (DBH)2 * HT"
897,T,"LAOC","Larix occidentalis","Western Larch",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.100,57.500,cm,HT,"Height",290.000,3850.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,74100.000000000,0.125100000,,,"BAT = 74100 + 0.1251 * (DBH)2 * HT"
898,T,"PIMO","Pinus monticola","Western White Pine",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,2300.000000000,0.120400000,,,"BSW = 2300 + 0.1204 * (DBH)2 * HT"
899,T,"PIMO","Pinus monticola","Western White Pine",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,1200.000000000,0.011200000,,,"BSB = 1200 + 0.0112 * (DBH)2 * HT"
900,T,"PIMO","Pinus monticola","Western White Pine",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,600.000000000,0.004000000,,,"BBS = 600 + 0.0040 * (DBH)2 * HT"
901,T,"PIMO","Pinus monticola","Western White Pine",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Biomass branches live (including top <2.5 cm)",,,g,9500.000000000,0.016800000,,,"BBL = 9500 + 0.0168 * (DBH)2 * HT"
902,T,"PIMO","Pinus monticola","Western White Pine",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Total foliage biomass",,,g,7800.000000000,0.006000000,,,"BFT = 600 + 0.0040 * (DBH)2 * HT"
903,T,"PIMO","Pinus monticola","Western White Pine",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.700,52.400,cm,HT,"Height",250.000,3780.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,20800.000000000,0.154400000,,,"BAT = 20800 + 0.1544 * (DBH)2 * HT"
904,T,"PICO","Pinus contorta","Lodgepole Pine",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,3200.000000000,0.009100000,,,"BSB = 3200 + 0.0091 * (DBH)2 * HT"
905,T,"PICO","Pinus contorta","Lodgepole Pine",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,18300.000000000,0.135400000,,,"BSW = 18300 + 0.1354 * (DBH)2 * HT"
906,T,"PICO","Pinus contorta","Lodgepole Pine",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,1200.000000000,0.001700000,,,"BBS = 1200 + 0.0017 * (DBH)2 * HT"
907,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,7800.000000000,0.012300000,,,"BBL = 7800 + 0.0123 * (DBH)2 * HT"
908,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Total foliage biomass",,,g,5500.000000000,0.004000000,,,"BFT = 5500 + 0.0040 * (DBH)2 * HT"
909,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.300,48.900,cm,HT,"Height",230.000,3960.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,34700.000000000,0.160800000,,,"BAT = 34700 + 0.1608 * (DBH)2 * HT"
910,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,4000.000000000,0.107400000,,,"BSW = 4000 + 0.1074 * (DBH)2 * HT"
911,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,900.000000000,0.027400000,,,"BSB = 900 + 0.0274 * (DBH)2 * HT"
912,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,2100.000000000,0.003100000,,,"BBS = 2100 + 0.0031 * (DBH)2 * HT"
913,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Biomass branches live (including top < 2.5 cm",,,g,4200.000000000,0.017400000,,,"BBL = 4200 + 0.0174 * (DBH)2 * HT"
914,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Total foliage biomass",,,g,4100.000000000,0.009100000,,,"BFT = 4100 + 0.0091 * (DBH)2 * HT"
915,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,14600.000000000,0.198900000,,,"BAT = 14600 + 0.1989 * (DBH)2 * HT"
916,T,"TSME","Tsuga mertensiana","Mountain Hemlock",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,44.000,cm,HT,"Height",400.000,2530.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,5400.000000000,0.145000000,,,"BSW = 5400 + 0.1450 * (DBH)2 * HT"
917,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,1000.000000000,0.017200000,,,"BSB = 1000 + 0.0172 * (DBH)2 * HT"
918,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,2300.000000000,0.010900000,,,"BBS = 2300 + 0.0109 * (DBH)2 * HT"
919,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,3600.000000000,0.044200000,,,"BBL = 3600 + 0.0442 * (DBH)2 * HT"
920,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Total foliage biomass",,,g,5700.000000000,0.017500000,,,"BFT = 5700 + 0.0175 * (DBH)2 * HT"
921,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",3.500,44.400,cm,HT,"Height",220.000,2790.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,14300.000000000,0.186200000,,,"BAT = 14300 + 0.1862 * (DBH)2 * HT"
922,T,"POTR2","Populus trichocarpa","Black Cottonwood",BSW,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,2300.000000000,0.097500000,,,"BSW = 2300 + 0.0975 * DBH^2 * HT"
923,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BSB,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Biomass stem bark (without top < 2.5cm)",,,g,1800.000000000,0.009600000,,,"BSB = 1800 + 0.0096 * (DBH)2 * HT"
924,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BBS,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,1200.000000000,0.001000000,,,"BBS = 1200 + 0.0010 * (DBH)2 * HT"
925,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BBL,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,5300.000000000,0.009700000,,,"BBL = 5300 + 0.0097 * (DBH)2 * HT"
926,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BFT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Total foliage biomass",,,g,6200.000000000,0.006100000,,,"BFT = 6200 + 0.0061 * (DBH)2 * HT"
927,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BAT,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Total aboveground biomass (without dead branches)",,,g,9200.000000000,0.191600000,,,"BAT = 9200 + 0.1916 * (DBH)2 * HT"
928,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAL,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,HT,"Height",21.000,188.000,cm,LEN,"Canopy length",8.000,266.000,cm,"Aboveground live biomass",1.00,4045.00,g,-0.490200000,1.556000000,0.306100000,0.652700000,"ln(BAL) = -0.4902 + 1.5560*ln(DBA) + 0.3061*ln(HT) + 0.6527*ln(LEN)"
929,T,"CHNO","Chamaecyparis nootkatensi","Alaska Yellow Cedar",BSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",8.200,42.400,cm,HT,"Height",520.000,3020.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,-4000.000000000,0.166200000,,,"BSW = -4000 + 0.1662 * (DBH)2 * HT"
930,T,"POTR2","Populus trichocarpa","Black Cottonwood",BSB,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Biomass stem wood (without top < 2.5cm)",,,g,1200.000000000,0.015500000,,,"BSB = 1200 + 0.0155 * DBH^2 * HT"
931,T,"POTR2","Populus trichocarpa","Black Cottonwood",BBS,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Biomass branches small ( < 0.5cm)",,,g,600.000000000,0.001300000,,,"BBS = 600 + 0.0013 * DBH^2 * HT"
932,T,"POTR2","Populus trichocarpa","Black Cottonwood",BBL,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Biomass branches live (including top < 2.5cm)",,,g,2500.000000000,0.036800000,,,"BBL = 2500 + 0.0368 * DBH^2 * HT"
933,T,"POTR2","Populus trichocarpa","Black Cottonwood",BFT,G,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.600,31.500,cm,HT,"Height",690.000,2540.000,cm,,"",,,,"Total foliage biomass",,,g,1500.000000000,0.006500000,,,"BFT = 1500 + 0.0065 * DBH^2 * HT"
